station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, MIN_TEMP, MAX_TEMP, SNOW_ON_THE_GROUND
0.0, 0.0, 0.0, 2018-04-21 00:00:00, 6.5, 12.5, 0.0
0.0, 0.0, 0.0, 2018-04-22 00:00:00, -0.5, 13.0, 0.0
0.0, 0.0, 0.0, 2018-04-23 00:00:00, 0.5, 16.5, 0.0
0.0, 0.0, 0.0, 2018-04-24 00:00:00, 2.0, 18.0, 0.0
None, None, None, 2018-04-25 00:00:00, 2.5, None, 0.0
0.0, 0.0, 0.0, 2018-04-26 00:00:00, 4.0, 23.5, 0.0
0.0, 0.0, 0.0, 2018-04-27 00:00:00, 5.0, 22.5, 0.0
13.9, 13.9, 0.0, 2018-04-28 00:00:00, 9.5, 11.0, 0.0
0.5, 0.5, 0.0, 2018-04-29 00:00:00, 7.5, 11.0, 0.0
0.0, 0.0, 0.0, 2018-04-30 00:00:00, 2.5, 15.0, 0.0
0.0, 0.0, 0.0, 2018-05-01 00:00:00, 5.5, 16.0, 0.0
0.0, 0.0, 0.0, 2018-05-02 00:00:00, 3.5, 16.0, 0.0
0.0, 0.0, 0.0, 2018-05-03 00:00:00, 6.0, 18.5, 0.0
0.0, 0.0, 0.0, 2018-05-04 00:00:00, 7.0, 14.5, 0.0
0.2, 0.2, 0.0, 2018-05-05 00:00:00, 4.0, 19.5, 0.0
0.0, 0.0, 0.0, 2018-05-06 00:00:00, 7.5, 20.5, 0.0
0.0, 0.0, 0.0, 2018-05-07 00:00:00, 9.5, 19.5, 0.0
22.6, 22.6, 0.0, 2018-05-08 00:00:00, 6.5, 20.0, 0.0
0.4, 0.4, 0.0, 2018-05-09 00:00:00, 12.0, 16.5, 0.0
0.0, 0.0, 0.0, 2018-05-10 00:00:00, 7.0, 15.0, 0.0
0.0, 0.0, 0.0, 2018-05-11 00:00:00, 5.0, 19.5, 0.0
0.0, 0.0, 0.0, 2018-05-12 00:00:00, 6.0, 23.0, 0.0
0.0, 0.0, 0.0, 2018-05-13 00:00:00, 7.0, 26.0, 0.0
0.0, 0.0, 0.0, 2018-05-14 00:00:00, 9.0, 26.5, 0.0
0.0, 0.0, 0.0, 2018-05-15 00:00:00, 8.5, 26.0, 0.0
0.0, 0.0, 0.0, 2018-05-16 00:00:00, 12.0, 19.5, 0.0
0.0, 0.0, 0.0, 2018-05-17 00:00:00, 7.0, 19.0, 0.0
0.0, 0.0, 0.0, 2018-05-18 00:00:00, 8.5, 20.0, 0.0
1.1, 1.1, 0.0, 2018-05-19 00:00:00, 11.0, 19.5, 0.0
0.0, 0.0, 0.0, 2018-05-20 00:00:00, 12.5, 18.5, 0.0
0.0, 0.0, 0.0, 2018-05-21 00:00:00, 6.5, 20.0, 0.0
0.0, 0.0, 0.0, 2018-05-22 00:00:00, 7.5, 23.0, 0.0
0.0, 0.0, 0.0, 2018-05-23 00:00:00, 8.0, 26.0, 0.0
0.0, 0.0, 0.0, 2018-05-24 00:00:00, 11.0, 20.0, 0.0
0.0, 0.0, 0.0, 2018-05-25 00:00:00, 11.0, 18.0, 0.0
0.0, 0.0, 0.0, 2018-05-26 00:00:00, 5.0, 17.5, 0.0
0.0, 0.0, 0.0, 2018-05-27 00:00:00, 9.5, 21.0, 0.0
0.0, 0.0, 0.0, 2018-05-28 00:00:00, 7.0, 18.5, 0.0
0.0, 0.0, 0.0, 2018-05-29 00:00:00, 8.5, 17.5, 0.0
0.0, 0.0, 0.0, 2018-05-30 00:00:00, 7.0, 16.0, 0.0
3.6, 3.6, 0.0, 2018-05-31 00:00:00, 3.5, 18.0, 0.0
3.6, 3.6, 0.0, 2018-06-01 00:00:00, 7.0, 13.5, 0.0
0.0, 0.0, 0.0, 2018-06-02 00:00:00, 11.0, 19.0, 0.0
5.6, 5.6, 0.0, 2018-06-03 00:00:00, 9.5, 14.5, 0.0
0.0, 0.0, 0.0, 2018-06-04 00:00:00, 8.0, 17.0, 0.0
2.8, 2.8, 0.0, 2018-06-05 00:00:00, 7.5, 19.0, 0.0
0.0, 0.0, 0.0, 2018-06-06 00:00:00, 12.0, 19.0, 0.0
1.6, 1.6, 0.0, 2018-06-07 00:00:00, 8.5, 15.5, 0.0
18.8, 18.8, 0.0, 2018-06-08 00:00:00, 12.0, 14.0, 0.0
2.4, 2.4, 0.0, 2018-06-09 00:00:00, 8.0, 16.0, 0.0
0.0, 0.0, 0.0, 2018-06-10 00:00:00, 8.5, 16.0, 0.0
0.0, 0.0, 0.0, 2018-06-11 00:00:00, 4.5, 17.5, 0.0
6.4, 6.4, 0.0, 2018-06-12 00:00:00, 6.5, 14.0, 0.0
3.4, 3.4, 0.0, 2018-06-13 00:00:00, 10.0, 16.0, 0.0
0.0, 0.0, 0.0, 2018-06-14 00:00:00, 10.5, 17.0, 0.0
0.0, 0.0, 0.0, 2018-06-15 00:00:00, 7.5, 19.0, 0.0
0.0, 0.0, 0.0, 2018-06-16 00:00:00, 7.0, 26.5, 0.0
0.0, 0.0, 0.0, 2018-06-17 00:00:00, 10.0, 28.5, 0.0
0.0, 0.0, 0.0, 2018-06-18 00:00:00, 11.5, 31.0, 0.0
0.0, 0.0, 0.0, 2018-06-19 00:00:00, 15.0, 26.0, 0.0
0.0, 0.0, 0.0, 2018-06-20 00:00:00, 13.5, 26.5, 0.0
0.0, 0.0, 0.0, 2018-06-21 00:00:00, 12.0, 20.0, 0.0
0.0, 0.0, 0.0, 2018-06-22 00:00:00, 14.5, 17.0, 0.0
0.0, 0.0, 0.0, 2018-06-23 00:00:00, 8.0, 22.0, 0.0
19.4, 19.4, 0.0, 2018-06-24 00:00:00, 13.0, 17.5, 0.0
3.0, 3.0, 0.0, 2018-06-25 00:00:00, 9.5, 18.0, 0.0
0.0, 0.0, 0.0, 2018-06-26 00:00:00, 11.5, 19.0, 0.0
0.0, 0.0, 0.0, 2018-06-27 00:00:00, 11.0, 18.5, 0.0
4.0, 4.0, 0.0, 2018-06-28 00:00:00, 11.5, 15.5, 0.0
6.0, 6.0, 0.0, 2018-06-29 00:00:00, 12.0, 16.5, 0.0
0.6, 0.6, 0.0, 2018-06-30 00:00:00, 12.5, 18.0, 0.0
0.2, 0.2, 0.0, 2018-07-01 00:00:00, 13.0, 19.0, 0.0
0.0, 0.0, 0.0, 2018-07-02 00:00:00, 10.0, 20.0, 0.0
0.0, 0.0, 0.0, 2018-07-03 00:00:00, 7.0, 19.5, 0.0
0.6, 0.6, 0.0, 2018-07-04 00:00:00, 8.5, 25.0, 0.0
1.0, 1.0, 0.0, 2018-07-05 00:00:00, 15.0, 21.5, 0.0
3.2, 3.2, 0.0, 2018-07-06 00:00:00, 13.0, 22.5, 0.0
1.0, 1.0, 0.0, 2018-07-07 00:00:00, 13.5, 20.5, 0.0
0.0, 0.0, 0.0, 2018-07-08 00:00:00, 9.5, 22.5, 0.0
4.8, 4.8, 0.0, 2018-07-09 00:00:00, 10.5, 22.5, 0.0
0.0, 0.0, 0.0, 2018-07-10 00:00:00, 14.0, 21.0, 0.0
0.0, 0.0, 0.0, 2018-07-11 00:00:00, 9.5, 23.0, 0.0
0.0, 0.0, 0.0, 2018-07-12 00:00:00, 14.5, 23.5, 0.0
0.0, 0.0, 0.0, 2018-07-13 00:00:00, 13.0, 26.0, 0.0
0.0, 0.0, 0.0, 2018-07-14 00:00:00, 7.5, 27.0, 0.0
0.0, 0.0, 0.0, 2018-07-15 00:00:00, 10.5, 28.0, 0.0
0.0, 0.0, 0.0, 2018-07-16 00:00:00, 10.0, 28.0, 0.0
0.0, 0.0, 0.0, 2018-07-17 00:00:00, 11.5, 26.5, 0.0
0.0, 0.0, 0.0, 2018-07-18 00:00:00, 15.5, 23.0, 0.0
0.0, 0.0, 0.0, 2018-07-19 00:00:00, 13.5, 21.5, 0.0
0.0, 0.0, 0.0, 2018-07-20 00:00:00, 12.0, 21.0, 0.0
0.0, 0.0, 0.0, 2018-07-21 00:00:00, 7.5, 23.0, 0.0
0.0, 0.0, 0.0, 2018-07-22 00:00:00, 9.5, 26.5, 0.0
0.0, 0.0, 0.0, 2018-07-23 00:00:00, 11.0, 29.5, 0.0
0.0, 0.0, 0.0, 2018-07-24 00:00:00, 12.0, 29.5, 0.0
0.0, 0.0, 0.0, 2018-07-25 00:00:00, 12.5, 28.5, 0.0
0.0, 0.0, 0.0, 2018-07-26 00:00:00, 12.0, 28.5, 0.0
0.0, 0.0, 0.0, 2018-07-27 00:00:00, 13.0, 29.5, 0.0
0.0, 0.0, 0.0, 2018-07-28 00:00:00, 14.5, 27.5, 0.0
0.0, 0.0, 0.0, 2018-07-29 00:00:00, 14.5, 30.0, 0.0
0.0, 0.0, 0.0, 2018-07-30 00:00:00, 15.0, 32.0, 0.0
0.0, 0.0, 0.0, 2018-07-31 00:00:00, 17.5, 27.0, 0.0
0.0, 0.0, 0.0, 2018-08-01 00:00:00, 14.5, 23.0, 0.0
0.0, 0.0, 0.0, 2018-08-02 00:00:00, 12.0, 21.5, 0.0
0.0, 0.0, 0.0, 2018-08-03 00:00:00, 13.5, 22.5, 0.0
0.0, 0.0, 0.0, 2018-08-04 00:00:00, 11.5, 25.0, 0.0
0.0, 0.0, 0.0, 2018-08-05 00:00:00, 12.0, 28.0, 0.0
0.0, 0.0, 0.0, 2018-08-06 00:00:00, 12.5, 29.0, 0.0
0.0, 0.0, 0.0, 2018-08-07 00:00:00, 12.5, 29.0, 0.0
0.0, 0.0, 0.0, 2018-08-08 00:00:00, 13.0, 31.0, 0.0
0.0, 0.0, 0.0, 2018-08-09 00:00:00, 13.5, 30.5, 0.0
0.0, 0.0, 0.0, 2018-08-10 00:00:00, 13.0, 32.0, 0.0
0.0, 0.0, 0.0, 2018-08-11 00:00:00, 17.5, 21.5, 0.0
0.0, 0.0, 0.0, 2018-08-12 00:00:00, 16.0, 21.0, 0.0
0.0, 0.0, 0.0, 2018-08-13 00:00:00, 10.5, 22.5, 0.0
0.0, 0.0, 0.0, 2018-08-14 00:00:00, 11.5, 26.0, 0.0
0.0, 0.0, 0.0, 2018-08-15 00:00:00, 10.5, 25.5, 0.0
0.0, 0.0, 0.0, 2018-08-16 00:00:00, 11.0, 25.0, 0.0
0.0, 0.0, 0.0, 2018-08-17 00:00:00, 9.5, 22.5, 0.0
0.0, 0.0, 0.0, 2018-08-18 00:00:00, 9.0, 22.5, 0.0
0.0, 0.0, 0.0, 2018-08-19 00:00:00, 11.0, 20.0, 0.0
0.0, 0.0, 0.0, 2018-08-20 00:00:00, 10.5, 26.5, 0.0
0.0, 0.0, 0.0, 2018-08-21 00:00:00, 10.0, 28.5, 0.0
0.0, 0.0, 0.0, 2018-08-22 00:00:00, 10.0, 25.0, 0.0
0.0, 0.0, 0.0, 2018-08-23 00:00:00, 13.5, 21.0, 0.0
1.0, 1.0, 0.0, 2018-08-24 00:00:00, 7.0, 20.0, 0.0
1.6, 1.6, 0.0, 2018-08-25 00:00:00, 10.5, 18.0, 0.0
0.0, 0.0, 0.0, 2018-08-26 00:00:00, 12.0, 20.5, 0.0
0.0, 0.0, 0.0, 2018-08-27 00:00:00, 7.0, 24.5, 0.0
0.0, 0.0, 0.0, 2018-08-28 00:00:00, 8.0, 22.5, 0.0
0.0, 0.0, 0.0, 2018-08-29 00:00:00, 14.0, 23.0, 0.0
0.0, 0.0, 0.0, 2018-08-30 00:00:00, 11.0, 21.5, 0.0
0.0, 0.0, 0.0, 2018-08-31 00:00:00, 8.0, 21.0, 0.0
0.0, 0.0, 0.0, 2018-09-01 00:00:00, 9.5, 20.0, 0.0
1.2, 1.2, 0.0, 2018-09-02 00:00:00, 8.0, 21.0, 0.0
0.0, 0.0, 0.0, 2018-09-03 00:00:00, 9.0, 19.5, 0.0
0.0, 0.0, 0.0, 2018-09-04 00:00:00, 6.5, 22.5, 0.0
0.0, 0.0, 0.0, 2018-09-05 00:00:00, 7.0, 25.0, 0.0
0.8, 0.8, 0.0, 2018-09-06 00:00:00, 10.0, 27.5, 0.0
9.2, 9.2, 0.0, 2018-09-07 00:00:00, 13.5, 15.0, 0.0
5.7, 5.7, 0.0, 2018-09-08 00:00:00, 13.5, 18.0, 0.0
7.6, 7.6, 0.0, 2018-09-09 00:00:00, 13.0, 15.5, 0.0
11.1, 11.1, 0.0, 2018-09-10 00:00:00, 12.5, 15.5, 0.0
2.2, 2.2, 0.0, 2018-09-11 00:00:00, 12.5, 16.5, 0.0
0.6, 0.6, 0.0, 2018-09-12 00:00:00, 9.5, 17.5, 0.0
1.2, 1.2, 0.0, 2018-09-13 00:00:00, 11.5, 17.0, 0.0
13.5, 13.5, 0.0, 2018-09-14 00:00:00, 9.5, 14.5, 0.0
25.6, 25.6, 0.0, 2018-09-15 00:00:00, 10.5, 15.0, 0.0
35.2, 35.2, 0.0, 2018-09-16 00:00:00, 10.5, 14.0, 0.0
0.0, 0.0, 0.0, 2018-09-17 00:00:00, 8.5, 16.5, 0.0
0.0, 0.0, 0.0, 2018-09-18 00:00:00, 4.0, 16.5, 0.0
0.0, 0.0, 0.0, 2018-09-19 00:00:00, 5.0, 14.0, 0.0
30.8, 30.8, 0.0, 2018-09-20 00:00:00, 7.0, 12.5, 0.0
24.2, 24.2, 0.0, 2018-09-21 00:00:00, 10.0, 14.5, 0.0
18.2, 18.2, 0.0, 2018-09-22 00:00:00, 12.0, 14.0, 0.0
0.0, 0.0, 0.0, 2018-09-23 00:00:00, 7.5, 15.0, 0.0
0.0, 0.0, 0.0, 2018-09-24 00:00:00, 6.0, 16.0, 0.0
0.0, 0.0, 0.0, 2018-09-25 00:00:00, 5.5, 16.5, 0.0
0.0, 0.0, 0.0, 2018-09-26 00:00:00, 6.5, 17.5, 0.0
0.0, 0.0, 0.0, 2018-09-27 00:00:00, 7.5, 19.0, 0.0
0.0, 0.0, 0.0, 2018-09-28 00:00:00, 8.0, 21.0, 0.0
2.2, 2.2, 0.0, 2018-09-29 00:00:00, 7.5, 18.0, 0.0
27.6, 27.6, 0.0, 2018-09-30 00:00:00, 11.0, 13.0, 0.0
2.2, 2.2, 0.0, 2018-10-01 00:00:00, 10.0, 11.5, 0.0
1.9, 1.9, 0.0, 2018-10-02 00:00:00, 7.0, 12.5, 0.0
0.0, 0.0, 0.0, 2018-10-03 00:00:00, 0.5, 10.5, 0.0
0.0, 0.0, 0.0, 2018-10-04 00:00:00, -0.5, 12.0, 0.0
1.4, 1.4, 0.0, 2018-10-05 00:00:00, 2.0, 10.5, 0.0
2.6, 2.6, 0.0, 2018-10-06 00:00:00, 1.0, 12.5, 0.0
17.3, 17.3, 0.0, 2018-10-07 00:00:00, 7.0, 10.0, 0.0
2.8, 2.8, 0.0, 2018-10-08 00:00:00, 8.5, 12.0, 0.0
0.0, 0.0, 0.0, 2018-10-09 00:00:00, 7.5, 15.0, 0.0
0.0, 0.0, 0.0, 2018-10-10 00:00:00, 9.5, 13.5, 0.0
0.0, 0.0, 0.0, 2018-10-11 00:00:00, 3.5, 11.0, 0.0
0.0, 0.0, 0.0, 2018-10-12 00:00:00, 8.0, 15.0, 0.0
0.0, 0.0, 0.0, 2018-10-13 00:00:00, 1.5, 14.0, 0.0
0.0, 0.0, 0.0, 2018-10-14 00:00:00, 0.5, 14.0, 0.0
0.0, 0.0, 0.0, 2018-10-15 00:00:00, 1.0, 14.0, 0.0
0.0, 0.0, 0.0, 2018-10-16 00:00:00, 2.0, 16.5, 0.0
0.0, 0.0, 0.0, 2018-10-17 00:00:00, 3.0, 16.0, 0.0
0.0, 0.0, 0.0, 2018-10-18 00:00:00, 3.0, 15.0, 0.0
0.0, 0.0, 0.0, 2018-10-19 00:00:00, 3.0, 13.5, 0.0
0.0, 0.0, 0.0, 2018-10-20 00:00:00, 3.0, 14.0, 0.0
0.0, 0.0, 0.0, 2018-10-21 00:00:00, 3.5, 14.5, 0.0
0.0, 0.0, 0.0, 2018-10-22 00:00:00, 2.0, 13.5, 0.0
1.2, 1.2, 0.0, 2018-10-23 00:00:00, 2.0, 13.5, 0.0
2.0, 2.0, 0.0, 2018-10-24 00:00:00, 9.0, 12.5, 0.0
5.6, 5.6, 0.0, 2018-10-25 00:00:00, 10.0, 12.0, 0.0
0.0, 0.0, 0.0, 2018-10-26 00:00:00, 10.0, 16.0, 0.0
6.0, 6.0, 0.0, 2018-10-27 00:00:00, 2.0, 10.5, 0.0
5.5, 5.5, 0.0, 2018-10-28 00:00:00, 4.0, 11.5, 0.0
0.7, 0.7, 0.0, 2018-10-29 00:00:00, 6.5, 11.0, 0.0
11.4, 11.4, 0.0, 2018-10-30 00:00:00, 6.0, 10.5, 0.0
7.6, 7.6, 0.0, 2018-10-31 00:00:00, 8.0, 10.0, 0.0
None, None, None, 2018-11-01 00:00:00, 8.5, None, 0.0
0.4, 0.4, 0.0, 2018-11-02 00:00:00, 8.5, 13.5, 0.0
14.1, 14.1, 0.0, 2018-11-03 00:00:00, 7.5, 12.0, 0.0
1.8, 1.8, 0.0, 2018-11-04 00:00:00, 8.5, 14.0, 0.0
6.7, 6.7, 0.0, 2018-11-05 00:00:00, 5.5, 11.0, 0.0
0.0, 0.0, 0.0, 2018-11-06 00:00:00, 3.0, 11.0, 0.0
0.0, 0.0, 0.0, 2018-11-07 00:00:00, 0.0, 8.0, 0.0
0.8, 0.8, 0.0, 2018-11-08 00:00:00, -2.0, 6.5, 0.0
0.8, 0.8, 0.0, 2018-11-09 00:00:00, 2.0, 7.0, 0.0
0.0, 0.0, 0.0, 2018-11-10 00:00:00, 1.5, 9.0, 0.0
0.0, 0.0, 0.0, 2018-11-11 00:00:00, -2.0, 7.0, 0.0
0.0, 0.0, 0.0, 2018-11-12 00:00:00, -1.0, 9.0, 0.0
22.8, 22.8, 0.0, 2018-11-13 00:00:00, 0.5, 8.5, 0.0
1.0, 1.0, 0.0, 2018-11-14 00:00:00, 6.5, 12.5, 0.0
5.6, 5.6, 0.0, 2018-11-15 00:00:00, 4.5, 9.5, 0.0
0.0, 0.0, 0.0, 2018-11-16 00:00:00, 7.5, 10.5, 0.0
0.0, 0.0, 0.0, 2018-11-17 00:00:00, -2.0, 6.0, 0.0
0.0, 0.0, 0.0, 2018-11-18 00:00:00, -2.0, 4.5, 0.0
0.0, 0.0, 0.0, 2018-11-19 00:00:00, -1.5, 4.5, 0.0
1.0, 1.0, 0.0, 2018-11-20 00:00:00, 0.0, 9.5, 0.0
2.8, 2.8, 0.0, 2018-11-21 00:00:00, 3.0, 10.0, 0.0
10.4, 10.4, 0.0, 2018-11-22 00:00:00, 6.0, 8.5, 0.0
5.2, 5.2, 0.0, 2018-11-23 00:00:00, 5.5, 8.5, 0.0
3.6, 3.6, 0.0, 2018-11-24 00:00:00, 1.5, 7.0, 0.0
18.0, 18.0, 0.0, 2018-11-25 00:00:00, 5.0, 8.5, 0.0
17.8, 17.8, 0.0, 2018-11-26 00:00:00, 6.5, 12.5, 0.0
2.8, 2.8, 0.0, 2018-11-28 00:00:00, 6.0, 9.0, 0.0
1.0, 1.0, 0.0, 2018-11-29 00:00:00, 6.0, 8.0, 0.0
1.4, 1.4, 0.0, 2018-11-30 00:00:00, 2.0, 7.0, 0.0
0.2, 0.2, 0.0, 2018-12-01 00:00:00, 2.0, 6.0, 0.0
0.0, 0.0, 0.0, 2018-12-02 00:00:00, -0.5, 5.0, 0.0
0.0, 0.0, 0.0, 2018-12-03 00:00:00, -3.0, 4.0, 0.0
0.0, 0.0, 0.0, 2018-12-04 00:00:00, -4.5, 3.0, 0.0
0.0, 0.0, 0.0, 2018-12-05 00:00:00, -6.5, 2.0, 0.0
0.0, 0.0, 0.0, 2018-12-06 00:00:00, -7.0, 3.0, 0.0
0.6, 0.6, 0.0, 2018-12-07 00:00:00, -6.0, 3.5, 0.0
5.8, 5.8, 0.0, 2018-12-08 00:00:00, -1.0, 6.0, 0.0
15.6, 15.6, 0.0, 2018-12-09 00:00:00, 2.0, 7.0, 0.0
3.4, 3.4, 0.0, 2018-12-10 00:00:00, 4.5, 8.0, 0.0
8.8, 8.8, 0.0, 2018-12-11 00:00:00, 5.5, 7.0, 0.0
11.0, 11.0, 0.0, 2018-12-12 00:00:00, -1.0, 6.5, 0.0
12.8, 12.8, 0.0, 2018-12-13 00:00:00, 5.5, 9.5, 0.0
6.8, 6.8, 0.0, 2018-12-14 00:00:00, 7.0, 11.0, 0.0
16.4, 16.4, 0.0, 2018-12-15 00:00:00, 1.5, 8.5, 0.0
16.8, 16.8, 0.0, 2018-12-16 00:00:00, 5.5, 9.0, 0.0
15.4, 15.4, 0.0, 2018-12-17 00:00:00, 7.0, 8.5, 0.0
3.0, 3.0, 0.0, 2018-12-18 00:00:00, 7.0, 8.0, 0.0
25.4, 25.4, 0.0, 2018-12-19 00:00:00, 5.5, 8.0, 0.0
12.8, 12.8, 0.0, 2018-12-20 00:00:00, 5.0, 11.0, 0.0
0.8, 0.8, 0.0, 2018-12-21 00:00:00, -1.5, 4.0, 0.0
10.0, 10.0, 0.0, 2018-12-22 00:00:00, -1.0, 6.0, 0.0
0.0, 0.0, 0.0, 2018-12-23 00:00:00, 4.5, 7.0, 0.0
0.0, 0.0, 0.0, 2018-12-24 00:00:00, 1.5, 5.5, 0.0
1.6, 1.6, 0.0, 2018-12-25 00:00:00, 0.0, 4.5, 0.0
1.0, 1.0, 0.0, 2018-12-26 00:00:00, 2.0, 5.0, 0.0
5.2, 5.2, 0.0, 2018-12-27 00:00:00, -1.0, 3.5, 0.0
47.2, 47.2, 0.0, 2018-12-28 00:00:00, 1.0, 6.5, 0.0
4.2, 4.2, 0.0, 2018-12-29 00:00:00, 2.5, 10.0, 0.0
0.0, 0.0, 0.0, 2018-12-30 00:00:00, 1.5, 6.5, 0.0
0.0, 0.0, 0.0, 2018-12-31 00:00:00, -3.0, 4.0, 0.0
9.0, 9.0, 0.0, 2019-01-02 00:00:00, 3.0, 6.0, 0.0
24.2, 24.2, 0.0, 2019-01-03 00:00:00, 3.0, 9.0, 0.0
3.6, 3.6, 0.0, 2019-01-04 00:00:00, 5.5, 8.5, 0.0
13.4, 13.4, 0.0, 2019-01-05 00:00:00, 4.5, 6.5, 0.0
1.2, 1.2, 0.0, 2019-01-06 00:00:00, 3.5, 7.0, 0.0
0.0, 0.0, 0.0, 2019-01-07 00:00:00, 0.5, 4.0, 0.0
21.4, 16.2, 5.2, 2019-01-08 00:00:00, -3.5, 4.0, 0.0
7.6, 7.6, 0.0, 2019-01-09 00:00:00, 0.0, 9.0, 2.0
0.2, 0.2, 0.0, 2019-01-10 00:00:00, 7.5, 10.5, 0.0
1.8, 1.8, 0.0, 2019-01-11 00:00:00, 7.0, 9.0, 0.0
0.4, 0.4, 0.0, 2019-01-12 00:00:00, 1.5, 9.0, 0.0
0.0, 0.0, 0.0, 2019-01-13 00:00:00, 3.0, 9.0, 0.0
0.0, 0.0, 0.0, 2019-01-14 00:00:00, -2.0, 4.0, 0.0
0.0, 0.0, 0.0, 2019-01-15 00:00:00, -3.5, 1.5, 0.0
3.0, 3.0, 0.0, 2019-01-16 00:00:00, -1.0, 4.0, 0.0
5.2, 5.2, 0.0, 2019-01-17 00:00:00, -1.0, 9.0, 0.0
7.0, 7.0, 0.0, 2019-01-18 00:00:00, 5.0, 8.0, 0.0
1.4, 1.4, 0.0, 2019-01-19 00:00:00, 5.0, 9.0, 0.0
0.0, 0.0, 0.0, 2019-01-20 00:00:00, -1.0, 6.5, 0.0
0.8, 0.8, 0.0, 2019-01-21 00:00:00, -3.5, 6.0, 0.0
31.6, 31.6, 0.0, 2019-01-22 00:00:00, 3.0, 5.5, 0.0
0.0, 0.0, 0.0, 2019-01-23 00:00:00, 0.5, 6.0, 0.0
0.0, 0.0, 0.0, 2019-01-24 00:00:00, 3.5, 8.0, 0.0
0.4, 0.4, 0.0, 2019-01-25 00:00:00, 2.0, 6.5, 0.0
0.8, 0.8, 0.0, 2019-01-26 00:00:00, 4.0, 5.0, 0.0
0.0, 0.0, 0.0, 2019-01-27 00:00:00, 2.5, 5.5, 0.0
0.0, 0.0, 0.0, 2019-01-28 00:00:00, 0.0, 6.0, 0.0
0.0, 0.0, 0.0, 2019-01-29 00:00:00, -2.5, 4.0, 0.0
0.0, 0.0, 0.0, 2019-01-30 00:00:00, -2.0, 5.0, 0.0
4.4, 4.4, 0.0, 2019-01-31 00:00:00, 3.0, 6.0, 0.0
5.2, 5.2, 0.0, 2019-02-01 00:00:00, 4.5, 7.0, 0.0
0.0, 0.0, 0.0, 2019-02-02 00:00:00, 1.0, 6.0, 0.0
3.0, 0.0, 3.0, 2019-02-03 00:00:00, -4.5, -1.0, 0.0
0.0, 0.0, 0.0, 2019-02-04 00:00:00, -9.5, -1.0, 3.0
0.0, 0.0, 0.0, 2019-02-05 00:00:00, -7.0, 1.0, 3.0
0.0, 0.0, 0.0, 2019-02-06 00:00:00, -6.0, 2.0, 1.0
4.0, 0.0, 4.0, 2019-02-07 00:00:00, -4.5, 1.5, 1.0
3.0, 0.0, 3.0, 2019-02-08 00:00:00, -1.0, 0.0, 4.0
0.0, 0.0, 0.0, 2019-02-09 00:00:00, -10.0, 2.5, 7.0
3.4, 0.0, 3.4, 2019-02-10 00:00:00, -10.0, -1.0, 7.0
6.2, 0.0, 6.2, 2019-02-11 00:00:00, -10.0, 0.0, 9.0
12.0, 0.0, 12.0, 2019-02-12 00:00:00, -3.5, 0.0, 13.0
0.0, 0.0, 0.0, 2019-02-13 00:00:00, -4.0, 1.0, 12.0
11.0, 0.0, 11.0, 2019-02-14 00:00:00, -5.5, 0.0, 12.0
1.6, 1.6, 0.0, 2019-02-15 00:00:00, -5.0, 3.0, 23.0
6.8, 5.8, 1.0, 2019-02-16 00:00:00, 1.0, 3.0, 15.0
0.0, 0.0, 0.0, 2019-02-17 00:00:00, 0.5, 4.5, 12.0
0.0, 0.0, 0.0, 2019-02-18 00:00:00, -4.0, 3.0, 10.0
3.0, 3.0, 0.0, 2019-02-19 00:00:00, -0.5, 2.0, 10.0
0.0, 0.0, 0.0, 2019-02-20 00:00:00, -4.5, 4.5, 9.0
0.0, 0.0, 0.0, 2019-02-21 00:00:00, -5.0, 4.5, 9.0
5.6, 2.8, 2.8, 2019-02-22 00:00:00, 0.0, 4.5, 5.0
0.4, 0.4, 0.0, 2019-02-23 00:00:00, -2.0, 5.0, 4.0
0.0, 0.0, 0.0, 2019-02-24 00:00:00, -4.0, 6.0, 0.0
0.0, 0.0, 0.0, 2019-02-25 00:00:00, -6.0, 4.0, 0.0
0.0, 0.0, 0.0, 2019-02-26 00:00:00, -6.5, 3.0, 0.0
1.0, 0.0, 1.0, 2019-02-27 00:00:00, -6.0, 4.0, 0.0
0.0, 0.0, 0.0, 2019-02-28 00:00:00, -1.0, 4.5, 1.0
0.0, 0.0, 0.0, 2019-03-01 00:00:00, -4.5, 4.5, 0.0
0.0, 0.0, 0.0, 2019-03-02 00:00:00, -5.0, 7.0, 0.0
0.0, 0.0, 0.0, 2019-03-03 00:00:00, -4.0, 4.0, 0.0
0.0, 0.0, 0.0, 2019-03-04 00:00:00, -6.5, 4.0, 0.0
0.0, 0.0, 0.0, 2019-03-05 00:00:00, -7.0, 5.0, 0.0
0.0, 0.0, 0.0, 2019-03-06 00:00:00, -5.5, 5.5, 0.0
2.8, 0.0, 2.8, 2019-03-07 00:00:00, -2.0, 6.5, 0.0
0.0, 0.0, 0.0, 2019-03-08 00:00:00, -2.5, 5.5, 0.0
0.0, 0.0, 0.0, 2019-03-09 00:00:00, -5.0, 6.0, 0.0
0.0, 0.0, 0.0, 2019-03-10 00:00:00, -5.0, 8.0, 0.0
6.2, 6.2, 0.0, 2019-03-11 00:00:00, 2.0, 5.5, 0.0
0.0, 0.0, 0.0, 2019-03-12 00:00:00, 1.5, 8.5, 0.0
